,zip,modzcta_name,pop_est,biden_margin,End date,positivity_rate
273,10004,Financial District,3028,0.6771623672230652,08/31/2020,0.0
274,10004,Financial District,3028,0.6771623672230652,09/01/2020,0.0
275,10004,Financial District,3028,0.6771623672230652,09/02/2020,1.8
276,10004,Financial District,3028,0.6771623672230652,09/03/2020,1.72
277,10004,Financial District,3028,0.6771623672230652,09/04/2020,1.71
278,10004,Financial District,3028,0.6771623672230652,09/05/2020,1.75
279,10004,Financial District,3028,0.6771623672230652,09/06/2020,1.74
280,10004,Financial District,3028,0.6771623672230652,09/07/2020,2.38
281,10004,Financial District,3028,0.6771623672230652,09/08/2020,2.41
282,10004,Financial District,3028,0.6771623672230652,09/09/2020,0.0
283,10004,Financial District,3028,0.6771623672230652,09/10/2020,0.0
284,10004,Financial District,3028,0.6771623672230652,09/11/2020,0.0
285,10004,Financial District,3028,0.6771623672230652,09/12/2020,0.0
286,10004,Financial District,3028,0.6771623672230652,09/13/2020,0.0
287,10004,Financial District,3028,0.6771623672230652,09/14/2020,0.0
288,10004,Financial District,3028,0.6771623672230652,09/15/2020,0.9
289,10004,Financial District,3028,0.6771623672230652,09/16/2020,0.92
290,10004,Financial District,3028,0.6771623672230652,09/17/2020,0.89
291,10004,Financial District,3028,0.6771623672230652,09/18/2020,0.89
292,10004,Financial District,3028,0.6771623672230652,09/19/2020,0.86
293,10004,Financial District,3028,0.6771623672230652,09/20/2020,0.87
294,10004,Financial District,3028,0.6771623672230652,09/21/2020,1.59
295,10004,Financial District,3028,0.6771623672230652,09/22/2020,0.84
296,10004,Financial District,3028,0.6771623672230652,09/23/2020,0.82
297,10004,Financial District,3028,0.6771623672230652,09/24/2020,2.61
298,10004,Financial District,3028,0.6771623672230652,09/25/2020,2.56
299,10004,Financial District,3028,0.6771623672230652,09/26/2020,2.46
300,10004,Financial District,3028,0.6771623672230652,09/27/2020,2.46
301,10004,Financial District,3028,0.6771623672230652,09/28/2020,1.68
302,10004,Financial District,3028,0.6771623672230652,09/29/2020,1.67
303,10004,Financial District,3028,0.6771623672230652,09/30/2020,1.72
304,10004,Financial District,3028,0.6771623672230652,10/01/2020,0.0
305,10004,Financial District,3028,0.6771623672230652,10/02/2020,0.0
306,10004,Financial District,3028,0.6771623672230652,10/03/2020,0.0
307,10004,Financial District,3028,0.6771623672230652,10/04/2020,0.0
308,10004,Financial District,3028,0.6771623672230652,10/05/2020,0.0
309,10004,Financial District,3028,0.6771623672230652,10/06/2020,0.0
310,10004,Financial District,3028,0.6771623672230652,10/07/2020,0.0
